,link,Proj_name,BHK,Property_type,Area,Area_type,Floor,RERA_status,Property_age,Property_type,Sale_type,Own_type,Furnishing_type,Water_type,Powerbackup,Price
60,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-amanora-trendy-homes-hadapsar-pune-765-sq-ft-spid-A54399070,"Amanora Trendy Homes Hadapsar, Pune",1BHK,Residential Apartment,765 sq.ft.,Super Built-up Area,11st  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,57.5 Lac
61,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-naren-bliss-hadapsar-pune-1600-sq-ft-spid-W55829258,"Naren Bliss Hadapsar, Pune",3BHK,Residential Apartment,1600 sq.ft.,Super Built-up Area,9th  of 12 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,1.4 Cr
62,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-naren-bliss-hadapsar-pune-1400-sq-ft-spid-D55887480,"Naren Bliss Hadapsar, Pune",2BHK,Residential Apartment,1400 sq.ft.,Super Built-up Area,6th  of 12 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Full,82.34 Lac
63,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-pawar-heights-hadapsar-pune-550-sq-ft-spid-C55893432,"Pawar Heights Hadapsar, Pune",1BHK,Residential Apartment,550 sq.ft.,Built-up Area,1st  of 7 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Full,29 Lac
64,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dreams-elegance-hadapsar-pune-1220-sq-ft-spid-D55774752,"Dreams Elegance Hadapsar, Pune",2BHK,Residential Apartment,1220 sq.ft.,Built-up Area,6th  of 11 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,46.1 Lac
65,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-marvel-diva-magarpatta-pune-3400-sq-ft-spid-G55809854,"Marvel Diva Magarpatta, Pune",3BHK,Residential Apartment,3400 sq.ft.,Super Built-up Area,11st  of 11 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Full,2.4 Cr
66,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-la-salette-apartments-magarpatta-pune-1550-sq-ft-spid-Y54689112,"La Salette Apartments Magarpatta, Pune",3BHK,Residential Apartment,1550 sq.ft.,Super Built-up Area,5th  of 9 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,1.1 Cr
67,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-karia-konark-vista-magarpatta-pune-2511-sq-ft-spid-U55755496,"Karia Konark Vista Magarpatta, Pune",3BHK,Residential Apartment,2511 sq.ft.,Super Built-up Area,8th  of 15 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,Municipal corporation,Full,2.15 Cr
68,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-karia-konark-vista-magarpatta-pune-2511-sq-ft-spid-A55836450,"Karia Konark Vista Magarpatta, Pune",3BHK,Residential Apartment,2511 sq.ft.,Super Built-up Area,10th  of 15 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,NA,None,2.2 Cr
69,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kumar-pebble-park-hadapsar-pune-750-sq-ft-spid-B55706628,"Kumar Pebble Park Hadapsar, Pune",2BHK,Residential Apartment,750 sq.ft.,Built-up Area,7th  of 15 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Full,45 Lac
70,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-naren-bliss-hadapsar-pune-900-sq-ft-spid-Q54007534,"Naren Bliss Hadapsar, Pune",2BHK,Residential Apartment,900 sq.ft.,Super Built-up Area,9th  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,85 Lac
71,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-naren-bliss-hadapsar-pune-1150-sq-ft-spid-R53331590,"Naren Bliss Hadapsar, Pune",2BHK,Residential Apartment,1150 sq.ft.,Super Built-up Area,10th  of 12 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,88 Lac
72,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kumar-purvaa-hadapsar-pune-950-sq-ft-spid-I55676198,"Kumar Purvaa Hadapsar, Pune",2BHK,Residential Apartment,950 sq.ft.,Built-up Area,11st  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,62.5 Lac
73,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dsk-sundarban-phase-1-hadapsar-pune-980-sq-ft-spid-S55631096,"DSK Sundarban Phase 1 Hadapsar, Pune",2BHK,Residential Apartment,980 sq.ft.,Super Built-up Area,7th  of 7 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,64 Lac
74,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-runwal-seagull-hadapsar-pune-1030-sq-ft-spid-Q55648710,"Runwal Seagull Hadapsar, Pune",2BHK,Residential Apartment,1030 sq.ft.,Built-up Area,3rd  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,49 Lac
75,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-magarpatta-city-jasminium-magarpatta-pune-1175-sq-ft-spid-T48026559,"Magarpatta City Jasminium Magarpatta, Pune",2BHK,Residential Apartment,1175 sq.ft.,Super Built-up Area,4th  of 11 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,90 Lac
76,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-magarpatta-city-jasminium-magarpatta-pune-1175-sq-ft-spid-H47071257,"Magarpatta City Jasminium Magarpatta, Pune",2BHK,Residential Apartment,1175 sq.ft.,Super Built-up Area,3rd  of 11 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,95 Lac
77,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kumar-pebble-park-hadapsar-pune-923-sq-ft-spid-D55735168,"Kumar Pebble Park Hadapsar, Pune",2BHK,Residential Apartment,923 sq.ft.,Built-up Area,3rd  of 15 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,45 Lac
78,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-amanora-trendy-homes-hadapsar-pune-667-sq-ft-spid-I54515470,"Amanora Trendy Homes Hadapsar, Pune",1BHK,Residential Apartment,667 sq.ft.,Super Built-up Area,11st  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,Municipal corporation,Full,52 Lac
79,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-marvel-ritz-hadapsar-pune-1885-sq-ft-spid-B55221002,"Marvel Ritz Hadapsar, Pune",3BHK,Residential Apartment,1885 sq.ft.,Super Built-up Area,5th  of 7 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Full,1.5 Cr
80,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-shri-krishna-avenue-hadapsar-pune-725-sq-ft-spid-B54191094,"Shri Krishna Avenue Hadapsar, Pune",2BHK,Residential Apartment,725 sq.ft.,Built-up Area,2nd  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Full,42 Lac
81,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-naren-bliss-hadapsar-pune-1300-sq-ft-spid-E55887388,"Naren Bliss Hadapsar, Pune",2BHK,Residential Apartment,1300 sq.ft.,Super Built-up Area,6th  of 12 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Full,76.23 Lac
82,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kalpataru-serenity-manjri-pune-980-sq-ft-spid-K55203932,"Kalpataru Serenity Manjri, Pune",2BHK,Residential Apartment,980 sq.ft.,Super Built-up Area,5th  of 14 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,59 Lac
83,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-avighna-carn-manjari-budruk-pune-750-sq-ft-spid-I56269406,"avighna carn Manjari Budruk, Pune",2BHK,Residential Apartment,750 sq.ft.,Carpet Area,3rd  of 5 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Furnished,Borewell/Tank,Full,35 Lac
84,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-greenfield-housing-society-magarpatta-hadapsar-pune-550-sq-ft-spid-M56338772,"greenfield housing society magarpatta Hadapsar, Pune",1BHK,Residential Apartment,550 sq.ft.,Carpet Area,1st  of 9 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,35 Lac
85,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dsk-sundarban-phase-1-hadapsar-pune-540-sq-ft-spid-U56335048,"DSK Sundarban Phase 1 Hadapsar, Pune",1BHK,Residential Apartment,540 sq.ft.,Super Built-up Area,4th  of 8 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,Borewell/Tank,Partial,44 Lac
86,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-spring-valley-magarpatta-magarpatta-pune-1550-sq-ft-spid-Z53898906,"Spring Valley Magarpatta Magarpatta, Pune",3BHK,Residential Apartment,1550 sq.ft.,Super Built-up Area,3rd  of 11 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,1.3 Cr
87,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-vighnaharta-residency-manjari-manjari-budruk-pune-560-sq-ft-spid-Q48898297,"Vighnaharta Residency manjari Manjari Budruk, Pune",1BHK,Residential Apartment,560 sq.ft.,Super Built-up Area,4th  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Leasehold,Unfurnished,NA,None,20 Lac
88,https://www.99acres.com/7-bhk-bedroom-independent-house-for-sale-in-kalepadal-pune-600-sq-ft-spid-R53760096,"Kalepadal, Pune",7Bedrooms,Independent House/Villa,750 sq.ft.,Super Built-up Area,4 Floors,NOT AVAILABLE,10+ Year Old,Independent House/Villa,Resale,Freehold,Unfurnished,Municipal corporation,None,80 Lac
89,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-anu-celebria-apartment-hadapsar-pune-840-sq-ft-spid-Q48731775,"Anu Celebria Apartment Hadapsar, Pune",2BHK,Residential Apartment,840 sq.ft.,Super Built-up Area,7th  of 7 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,58 Lac
90,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-goel-ganga-village-udyog-nagar-pune-1000-sq-ft-spid-Q35348913,"Goel Ganga Village Udyog Nagar, Pune",2BHK,Residential Apartment,1000 sq.ft.,Super Built-up Area,2nd  of 5 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,NA,"Municipal corporation,Borewell/Tank",None,45 Lac
91,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-gini-sanskruti-udyog-nagar-pune-1045-sq-ft-spid-M53710160,"Gini Sanskruti Udyog Nagar, Pune",2BHK,Residential Apartment,1045 sq.ft.,Super Built-up Area,8th  of 8 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Full,51.5 Lac
92,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shangrila-apartment-hadapsar-pune-720-sq-ft-spid-L53585798,"Shangrila Apartment Hadapsar, Pune",1BHK,Residential Apartment,720 sq.ft.,Super Built-up Area,4th  of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,Partial,22.5 Lac
93,https://www.99acres.com/6-bhk-bedroom-builder-floor-for-sale-in-kale-padal-pune-4500-sq-ft-spid-O53487518,"Kale Padal, Pune",6BHK,Independent/Builder Floor,4500 sq.ft.,Super Built-up Area,Ground of 2 Floors,NOT AVAILABLE,1 to 5 Year Old,Independent/Builder Floor,NA,Freehold,Furnished,"Municipal corporation,Borewell/Tank",Partial,2.1 Cr
94,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-span-residency-magarpatta-pune-750-sq-ft-spid-G51641126,"Span Residency Magarpatta, Pune",2BHK,Residential Apartment,750 sq.ft.,Built-up Area,2nd  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,None,54 Lac
95,https://www.99acres.com/studio-apartments-for-sale-in-i-build-shubharambh-hadapsar-pune-250-sq-ft-spid-X53529580,"I Build Shubharambh Hadapsar, Pune",1RK,Studio Apartment,250 sq.ft.,Carpet Area,6th  of 6 Floors,REGISTERED,1 to 5 Year Old,Studio Apartment,Resale,Co-operative Society,Unfurnished,NA,None,19 Lac
96,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-sale-in-kale-padal-pune-300-sq-ft-spid-K45222159,"Kale Padal, Pune",1BHK,Independent/Builder Floor,300 sq.ft.,Built-up Area,Ground of 2 Floors,NOT AVAILABLE,5 to 10 Year Old,Independent/Builder Floor,NA,Freehold,Unfurnished,NA,None,8 Lac
97,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-sale-in-gondhale-nagar-pune-980-sq-ft-spid-T45259225,"Gondhale Nagar, Pune",2BHK,Independent/Builder Floor,980 sq.ft.,Carpet Area,1st  of 12 Floors,NOT AVAILABLE,1 to 5 Year Old,Independent/Builder Floor,NA,Freehold,Furnished,NA,None,67 Lac
98,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-rachana-shiv-nagar-pune-660-sq-ft-spid-D33130097,"Dreams Rachana Shiv Nagar, Pune",1BHK,Residential Apartment,660 sq.ft.,Built-up Area,6th  of 7 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,"Municipal corporation,Borewell/Tank",None,27 Lac
99,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-tukaram-nagari-hadapsar-pune-1200-sq-ft-spid-D44401061,"Tukaram Nagari Hadapsar, Pune",2BHK,Residential Apartment,1200 sq.ft.,Super Built-up Area,4th  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,Full,95 Lac
100,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-shree-venkatesh-marvilla-apartment-hadapsar-pune-1111-sq-ft-spid-W54567876,"Shree Venkatesh Marvilla Apartment Hadapsar, Pune",2BHK,Residential Apartment,1111 sq.ft.,Carpet Area,6th  of 11 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",None,74 Lac
101,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-hadapsar-tower-hadapsar-pune-530-sq-ft-spid-A50516722,"Hadapsar Tower Hadapsar, Pune",1BHK,Residential Apartment,530 sq.ft.,Carpet Area,4th  of 4 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Municipal corporation,None,35 Lac
102,https://www.99acres.com/studio-apartments-for-sale-in-rukmai-park-manjari-budruk-pune-311-sq-ft-spid-N46477733,"Rukmai Park Manjari Budruk, Pune",1RK,Studio Apartment,311 sq.ft.,Carpet Area,Ground of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Studio Apartment,Resale,Freehold,Unfurnished,Borewell/Tank,None,11 Lac
103,https://www.99acres.com/2-bhk-bedroom-independent-house-for-sale-in-kale-padal-pune-1100-sq-ft-spid-V51728678,"Kale Padal, Pune",2Bedrooms,Independent House/Villa,850 sq.ft.,Super Built-up Area,3 Floors,NOT AVAILABLE,1 to 5 Year Old,Independent House/Villa,Resale,Co-operative Society,Unfurnished,NA,None,65 Lac
104,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kalpataru-serenity-manjri-pune-1000-sq-ft-spid-H38229373,"Kalpataru Serenity Manjri, Pune",2BHK,Residential Apartment,1000 sq.ft.,Super Built-up Area,11st  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Partial,58 Lac
105,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-gangotri-park-satavwadi-pune-575-sq-ft-spid-J43737953,"Gangotri Park Satavwadi, Pune",1BHK,Residential Apartment,575 sq.ft.,Super Built-up Area,1st  of 1 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",None,30 Lac
106,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-canary-nest-laxmi-colony-pune-673-sq-ft-spid-A45724583,"Canary Nest Laxmi Colony, Pune",1BHK,Residential Apartment,673 sq.ft.,Super Built-up Area,1st  of 10 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,38 Lac
107,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-gemini-housing-shewalewadi-pune-445-sq-ft-spid-R56143072,"Gemini Housing Shewalewadi, Pune",1BHK,Residential Apartment,445 sq.ft.,Carpet Area,11st  of 12 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,Partial,36.5 Lac
108,https://www.99acres.com/residential-land-for-sale-in-hadapsar-pune-3250-sq-yard-spid-G56138980,Immediate,NA,Residential Land,3250 sq.ft.,Super Built-up Area,NA,NOT AVAILABLE,Immediate,Residential Land,Resale,Freehold,NA,NA,NA,4 Cr
109,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-mantra-fifth-avenue-hadapsar-pune-896-sq-ft-spid-J53991680,"Mantra Fifth Avenue Hadapsar, Pune",2BHK,Residential Apartment,896 sq.ft.,Carpet Area,7th  of 11 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,54 Lac
110,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-mantra-fifth-avenue-hadapsar-pune-890-sq-ft-spid-B54653716,"Mantra Fifth Avenue Hadapsar, Pune",2BHK,Residential Apartment,890 sq.ft.,Built-up Area,9th  of 10 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,60 Lac
111,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-triveni-nagar-hadapsar-pune-480-sq-ft-spid-T42202709,"Triveni Nagar Hadapsar, Pune",1BHK,Residential Apartment,480 sq.ft.,Super Built-up Area,3rd  of 4 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,NA,"Municipal corporation,Borewell/Tank",None,23 Lac
112,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-vaishnavi-city-hadapsar-pune-545-sq-ft-spid-G47313939,"Vaishnavi City Hadapsar, Pune",1BHK,Residential Apartment,545 sq.ft.,Super Built-up Area,4th  of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,25 Lac
113,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-subhash-park-hadapsar-pune-410-sq-ft-spid-V49302999,"Subhash Park Hadapsar, Pune",1BHK,Residential Apartment,410 sq.ft.,Super Built-up Area,Ground of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,Municipal corporation,None,19.75 Lac
114,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-prathamesh-apartment-north-hadapsar-pune-780-sq-ft-spid-G51226572,"Prathamesh Apartment North Hadapsar, Pune",2BHK,Residential Apartment,780 sq.ft.,Built-up Area,4th  of 5 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,Partial,72 Lac
115,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-avani-shewalewadi-pune-670-sq-ft-spid-C44688901,"Dreams Avani Shewalewadi, Pune",1BHK,Residential Apartment,670 sq.ft.,Super Built-up Area,13rd  of 13 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,35 Lac
116,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-narayan-park-phase-2-mahadeonagar-pune-470-sq-ft-spid-L44802121,"Narayan Park Phase 2 Mahadeonagar, Pune",1BHK,Residential Apartment,470 sq.ft.,Super Built-up Area,2nd  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,20.65 Lac
117,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-ratan-neptune-hadapsar-pune-585-sq-ft-spid-B53068520,"Ratan Neptune Hadapsar, Pune",1BHK,Residential Apartment,585 sq.ft.,Super Built-up Area,7th  of 14 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,Full,25 Lac
118,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-blue-carnation-hadapsar-pune-660-sq-ft-spid-Q53246896,"Blue Carnation Hadapsar, Pune",1BHK,Residential Apartment,660 sq.ft.,Super Built-up Area,1st  of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,33 Lac
119,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-pawar-maple-leaf-hadapsar-pune-600-sq-ft-spid-C43937393,"Pawar Maple Leaf Hadapsar, Pune",1BHK,Residential Apartment,600 sq.ft.,Super Built-up Area,1st  of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",None,45 Lac
120,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-nilesh-samrudhi-hadapsar-hadapsar-pune-540-sq-ft-spid-L48497659,"Nilesh Samrudhi Hadapsar Hadapsar, Pune",1BHK,Residential Apartment,540 sq.ft.,Super Built-up Area,9th  of 11 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Municipal corporation,Full,35 Lac
121,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-smp-siddhivinayak-angan-hadapsar-pune-710-sq-ft-spid-H49363005,"SMP Siddhivinayak Angan Hadapsar, Pune",2BHK,Residential Apartment,710 sq.ft.,Carpet Area,3rd  of 6 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,None,45 Lac
122,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-satyam-shivam-sundaram-nandini-takle-nagar-valsad-900-sq-ft-spid-D37683547,"Satyam Shivam Sundaram Nandini Takle Nagar, Pune",2BHK,Residential Apartment,900 sq.ft.,Super Built-up Area,6th  of 9 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,NA,NA,None,55 Lac
123,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-yashraj-green-castle-hsg-soc-kalepadal-pune-710-sq-ft-spid-F55751116,"Yashraj Green Castle Hsg Soc Kalepadal, Pune",2BHK,Residential Apartment,710 sq.ft.,Built-up Area,7th  of 7 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,52 Lac
124,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-ishwar-residency-tukaram-tupe-nagar-pune-828-sq-ft-spid-K53033376,"Ishwar Residency Tukaram Tupe Nagar, Pune",1BHK,Residential Apartment,828 sq.ft.,Super Built-up Area,3rd  of 7 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,NA,None,25.99 Lac
