,link,Proj_name,BHK,Property_type,Area,Area_type,Floor,RERA_status,Property_age,Property_type,Sale_type,Own_type,Furnishing_type,Water_type,Powerbackup,Price
447,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-shree-dhanlaxmi-krupa-hadapsar-gaon-pune-900-sq-ft-spid-Q51050242,"Shree Dhanlaxmi Krupa Hadapsar Gaon, Pune",2BHK,Residential Apartment,900 sq.ft.,Super Built-up Area,3rd  of 3 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,None,41 Lac
448,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-ambience-residency-hadapsar-pune-975-sq-ft-spid-R55598278,"Ambience Residency Hadapsar, Pune",3BHK,Residential Apartment,975 sq.ft.,Carpet Area,3rd  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,60 Lac
449,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sunrise-chs-hadapsar-pune-615-sq-ft-spid-Q44791685,"Sunrise CHS Hadapsar, Pune",1BHK,Residential Apartment,615 sq.ft.,Super Built-up Area,2nd  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,30 Lac
450,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shivai-garden-hadapsar-pune-650-sq-ft-spid-K55574052,"Shivai Garden Hadapsar, Pune",1BHK,Residential Apartment,650 sq.ft.,Super Built-up Area,4th  of 5 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,None,27 Lac
451,https://www.99acres.com/studio-apartments-for-sale-in-mantri-township-hadapsar-pune-350-sq-ft-spid-L53277662,"Mantri Township Hadapsar, Pune",1RK,Studio Apartment,350 sq.ft.,Built-up Area,4th  of 4 Floors,NOT AVAILABLE,10+ Year Old,Studio Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",None,15 Lac
452,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-sale-in-venkatesh-sankul-manjari-budruk-pune-890-sq-ft-spid-J55567904,"Venkatesh Sankul Manjari Budruk, Pune",2BHK,Independent/Builder Floor,890 sq.ft.,Super Built-up Area,Ground of 5 Floors,NOT AVAILABLE,5 to 10 Year Old,Independent/Builder Floor,NA,Co-operative Society,Semifurnished,Municipal corporation,None,35 Lac
453,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-matoshri-apartment-shiv-malhar-colony-pune-500-sq-ft-spid-T55567600,"Matoshri Apartment Shiv Malhar Colony, Pune",1BHK,Residential Apartment,500 sq.ft.,Super Built-up Area,Ground of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",None,22 Lac
454,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-bhosale-tupe-siddhi-vihar-hadapsar-pune-572-sq-ft-spid-T55520774,"Bhosale Tupe Siddhi Vihar Hadapsar, Pune",1BHK,Residential Apartment,572 sq.ft.,Built-up Area,3rd  of 8 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,32 Lac
455,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-soham-apartment-hadapsar-pune-608-sq-ft-spid-O51930386,"Soham Apartment Hadapsar, Pune",1BHK,Residential Apartment,608 sq.ft.,Super Built-up Area,4th  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,None,29 Lac
456,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-vista-luxuria-manjari-budruk-pune-650-sq-ft-spid-U55519306,"Vista Luxuria Manjari Budruk, Pune",1BHK,Residential Apartment,650 sq.ft.,Built-up Area,10th  of 11 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,40 Lac
457,https://www.99acres.com/3-bhk-bedroom-builder-floor-for-sale-in-omkar-colony-kale-padal-pune-700-sq-ft-spid-N42374697,"Omkar Colony Kale Padal, Pune",3BHK,Independent/Builder Floor,700 sq.ft.,Super Built-up Area,1st  of 3 Floors,NOT AVAILABLE,1 to 5 Year Old,Independent/Builder Floor,NA,Freehold,Unfurnished,NA,None,1 Cr
458,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-mayur-geminus-hadapsar-pune-494-sq-ft-spid-D45961829,"Mayur Geminus Hadapsar, Pune",1BHK,Residential Apartment,494 sq.ft.,Super Built-up Area,9th  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,30 Lac
459,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-amanora-trendy-homes-hadapsar-pune-1070-sq-ft-spid-W55429354,"Amanora Trendy Homes Hadapsar, Pune",3BHK,Residential Apartment,1070 sq.ft.,Built-up Area,9th  of 22 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,83 Lac
460,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-more-heights-shewalewadi-pune-1065-sq-ft-spid-W23033649,"More Heights Shewalewadi, Pune",3BHK,Residential Apartment,1065 sq.ft.,Super Built-up Area,1st  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,52 Lac
461,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dreams-solace-satar-nagar-pune-680-sq-ft-spid-F55419784,"Dreams Solace Satar Nagar, Pune",2BHK,Residential Apartment,680 sq.ft.,Super Built-up Area,4th  of 6 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,38 Lac
462,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-saptsiddhi-savali-homes-hadapsar-pune-751-sq-ft-spid-R55271240,"Saptsiddhi Savali Homes Hadapsar, Pune",2BHK,Residential Apartment,751 sq.ft.,Super Built-up Area,5th  of 11 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,35 Lac
463,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-mantra-fifth-avenue-hadapsar-pune-1030-sq-ft-spid-T55363562,"Mantra Fifth Avenue Hadapsar, Pune",2BHK,Residential Apartment,1030 sq.ft.,Carpet Area,4th  of 10 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Municipal corporation,None,55 Lac
464,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dreams-nandini-shewalewadi-pune-1100-sq-ft-spid-P55407688,"Dreams Nandini Shewalewadi, Pune",2BHK,Residential Apartment,1100 sq.ft.,Super Built-up Area,5th  of 10 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,NA,Full,52 Lac
465,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-eisha-empire-hadapsar-pune-969-sq-ft-spid-Q31079895,"Eisha Empire Hadapsar, Pune",2BHK,Residential Apartment,969 sq.ft.,Super Built-up Area,3rd  of 9 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,55 Lac
466,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-vedant-bhuvi-manjri-pune-635-sq-ft-spid-Q55384308,"Vedant Bhuvi Manjri, Pune",2BHK,Residential Apartment,635 sq.ft.,Carpet Area,3rd  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,Borewell/Tank,None,40 Lac
467,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-majestique-aqua-hadapsar-pune-438-sq-ft-spid-X55378966,"Majestique Aqua Hadapsar, Pune",1BHK,Residential Apartment,438 sq.ft.,Carpet Area,2nd  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Power of Attorney,NA,NA,None,30 Lac
468,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-aakruti-kalepadal-pune-684-sq-ft-spid-N55296932,"Dreams Aakruti Kalepadal, Pune",1BHK,Residential Apartment,684 sq.ft.,Super Built-up Area,7th  of 11 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,27 Lac
469,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-durgude-heights-hadapsar-pune-3000-sq-ft-spid-U55313270,"durgude heights Hadapsar, Pune",1BHK,Residential Apartment,3000 sq.ft.,Super Built-up Area,1st  of 4 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,22 Lac
470,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kubera-vihar-gadital-pune-870-sq-ft-spid-Y53128018,"Kubera Vihar Gadital, Pune",2BHK,Residential Apartment,870 sq.ft.,Super Built-up Area,5th  of 7 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,59 Lac
471,https://www.99acres.com/10-bhk-bedroom-independent-house-for-sale-in-manjari-budruk-pune-4600-sq-ft-spid-L55350192,"Manjari Budruk, Pune",10Bedrooms,Independent House/Villa,4600 sq.ft.,Super Built-up Area,4 Floors,NOT AVAILABLE,1 to 5 Year Old,Independent House/Villa,Resale,Freehold,Furnished,NA,None,1.8 Cr
472,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-avani-shewalewadi-pune-670-sq-ft-spid-M45944205,"Dreams Avani Shewalewadi, Pune",1BHK,Residential Apartment,670 sq.ft.,Super Built-up Area,13rd  of 13 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,35 Lac
473,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-nilesh-samrudhi-co-op-hsg-soc-hadapsar-pune-500-sq-ft-spid-U55346304,"nilesh samrudhi co op hsg soc Hadapsar, Pune",1BHK,Residential Apartment,500 sq.ft.,Carpet Area,9th  of 11 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,33 Lac
474,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shiv-the-laurels-malwadi-pune-693-sq-ft-spid-H55302342,"Shiv The Laurels Malwadi, Pune",1BHK,Residential Apartment,693 sq.ft.,Super Built-up Area,5th  of 7 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,51 Lac
475,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-ganga-village-hadapsar-pune-580-sq-ft-spid-F55296616,"Ganga Village Hadapsar, Pune",1BHK,Residential Apartment,580 sq.ft.,Carpet Area,4th  of 6 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",None,25 Lac
476,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-gaurang-aangan-hadapsar-pune-560-sq-ft-spid-L25967589,"Gaurang Aangan Hadapsar, Pune",1BHK,Residential Apartment,560 sq.ft.,Built-up Area,1st  of 5 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,26 Lac
477,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-chourang-smitshilp-mahadeonagar-pune-610-sq-ft-spid-R55302900,"Chourang Smitshilp Mahadeonagar, Pune",1BHK,Residential Apartment,610 sq.ft.,Super Built-up Area,7th  of 7 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,"Municipal corporation,Borewell/Tank",None,25 Lac
478,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-devgiri-apartments-kalepadal-kalepadal-pune-616-sq-ft-spid-C44345867,"Devgiri Apartments kalepadal Kalepadal, Pune",2BHK,Residential Apartment,616 sq.ft.,Super Built-up Area,4th  of 4 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,Full,27 Lac
479,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dhaval-windscape-hadapsar-pune-1037-sq-ft-spid-D33643613,"Dhaval Windscape Hadapsar, Pune",2BHK,Residential Apartment,1037 sq.ft.,Built-up Area,1st  of 2 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,NA,"Municipal corporation,Borewell/Tank",Partial,60 Lac
480,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-aakruti-hadapsar-pune-750-sq-ft-spid-C38914145,"Dreams Aakruti Hadapsar, Pune",1BHK,Residential Apartment,750 sq.ft.,Super Built-up Area,2nd  of 11 Floors,REGISTERED,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,Full,29.5 Lac
481,https://www.99acres.com/5-bhk-bedroom-independent-house-for-sale-in-vitthal-nagar-pune-1950-sq-ft-spid-X33650081,"Vitthal Nagar, Pune",5Bedrooms,Independent House/Villa,1000 sq.ft.,Super Built-up Area,3 Floors,NOT AVAILABLE,10+ Year Old,Independent House/Villa,Resale,Freehold,Furnished,Municipal corporation,None,1.1 Cr
482,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-tirupati-complex-hadapsar-pune-790-sq-ft-spid-D55274138,"tirupati complex Hadapsar, Pune",1BHK,Residential Apartment,790 sq.ft.,Super Built-up Area,3rd  of 4 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,26 Lac
483,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-harshad-ashok-nagar-2-sai-colony-pune-1039-sq-ft-spid-G55260684,"Harshad Ashok Nagar 2 Sai Colony, Pune",2BHK,Residential Apartment,1039 sq.ft.,Built-up Area,1st  of 11 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,55 Lac
484,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-dreams-nandini-shewalewadi-pune-1700-sq-ft-spid-P33826023,"Dreams Nandini Shewalewadi, Pune",3BHK,Residential Apartment,1700 sq.ft.,Super Built-up Area,Ground of 2 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,NA,Borewell/Tank,None,95 Lac
485,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-gangotri-park-satavwadi-pune-500-sq-ft-spid-T48624735,"Gangotri Park Satavwadi, Pune",1BHK,Residential Apartment,500 sq.ft.,Super Built-up Area,3rd  of 5 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,27 Lac
486,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-kumar-pebble-hadapsar-pune-800-sq-ft-spid-H55246128,"Kumar Pebble Hadapsar, Pune",2BHK,Residential Apartment,800 sq.ft.,Built-up Area,10th  of 15 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Power of Attorney,Semifurnished,NA,None,52 Lac
487,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-dreams-nandini-manjari-budruk-pune-750-sq-ft-spid-D55239520,"Dreams Nandini Manjari Budruk, Pune",2BHK,Residential Apartment,750 sq.ft.,Carpet Area,3rd  of 10 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,NA,None,47 Lac
488,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-venkatesh-residency-hadapsar-pune-860-sq-ft-spid-O41178191,"Venkatesh Residency Hadapsar, Pune",2BHK,Residential Apartment,860 sq.ft.,Carpet Area,4th  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,NA,Municipal corporation,None,34 Lac
489,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-ganraj-residency-manjri-pune-354-sq-ft-spid-D50515656,"Ganraj residency Manjri, Pune",1BHK,Residential Apartment,354 sq.ft.,Built-up Area,2nd  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,14.5 Lac
490,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shiv-shakti-villa-tukai-darshan-pune-530-sq-ft-spid-S55200900,"shiv shakti villa Tukai Darshan, Pune",1BHK,Residential Apartment,530 sq.ft.,Super Built-up Area,4th  of 6 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,25 Lac
491,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-om-shriniwas-venkatesh-classic-hadapsar-pune-500-sq-ft-spid-S55117670,"Om Shriniwas Venkatesh Classic Hadapsar, Pune",1BHK,Residential Apartment,500 sq.ft.,Super Built-up Area,10th  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,35 Lac
492,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-mayur-geminus-hadapsar-pune-615-sq-ft-spid-W44624337,"Mayur Geminus Hadapsar, Pune",2BHK,Residential Apartment,615 sq.ft.,Super Built-up Area,3rd  of 11 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,42 Lac
493,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-suyash-nisarg-hadapsar-pune-971-sq-ft-spid-J51603136,"Suyash Nisarg Hadapsar, Pune",2BHK,Residential Apartment,971 sq.ft.,Built-up Area,11st  of 11 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,"Municipal corporation,Borewell/Tank",Partial,46 Lac
494,https://www.99acres.com/residential-land-for-sale-in-navnath-colony-pune-750-sq-yard-spid-Y44200025,Immediate,NA,Residential Land,750 sq.ft.,Super Built-up Area,1 Floors,NOT AVAILABLE,NA,Residential Land,Resale,Freehold,NA,NA,NA,40 Lac
495,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-vishal-residency-pune-mahadeonagar-pune-555-sq-ft-spid-T39655163,"Vishal Residency Pune Mahadeonagar, Pune",1BHK,Residential Apartment,555 sq.ft.,Super Built-up Area,4th  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,NA,None,21 Lac
496,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-selene-park-kalepadal-pune-837-sq-ft-spid-P55165034,"Selene Park Kalepadal, Pune",2BHK,Residential Apartment,837 sq.ft.,Super Built-up Area,6th  of 9 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Partial,36 Lac
497,https://www.99acres.com/5-bhk-bedroom-independent-house-for-sale-in-kale-padal-pune-1500-sq-ft-spid-G38139419,"Kale Padal, Pune",5Bedrooms,Independent House/Villa,1500 sq.ft.,Built-up Area,2 Floors,NOT AVAILABLE,0 to 1 Year Old,Independent House/Villa,Resale,Co-operative Society,NA,Municipal corporation,None,95 Lac
498,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dreams-solace-satar-nagar-pune-435-sq-ft-spid-S54091430,"Dreams Solace Satar Nagar, Pune",1BHK,Residential Apartment,435 sq.ft.,Carpet Area,5th  of 12 Floors,REGISTERED,1 to 5 Year Old,Residential Apartment,Resale,Freehold,NA,NA,None,24 Lac
499,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-shivvandan-complex-hadapsar-pune-555-sq-ft-spid-C30439257,"Shivvandan Complex Hadapsar, Pune",1BHK,Residential Apartment,555 sq.ft.,Super Built-up Area,1st  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,Borewell/Tank,None,24 Lac
500,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-suyash-nisarg-hadapsar-pune-968-sq-ft-spid-L55119620,"Suyash Nisarg Hadapsar, Pune",2BHK,Residential Apartment,968 sq.ft.,Super Built-up Area,3rd  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,50 Lac
501,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-govinda-heights-manjri-pune-600-sq-ft-spid-F55109742,"Govinda Heights Manjri, Pune",2BHK,Residential Apartment,600 sq.ft.,Built-up Area,2nd  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Semifurnished,Borewell/Tank,Partial,30 Lac
502,https://www.99acres.com/4-bhk-bedroom-independent-house-for-sale-in-hadapsar-pune-1031-sq-ft-spid-Q44089231,"Hadapsar, Pune",4Bedrooms,Independent House/Villa,1031 sq.ft.,Super Built-up Area,4 Floors,NOT AVAILABLE,10+ Year Old,Independent House/Villa,Resale,Freehold,Semifurnished,Borewell/Tank,None,1.25 Cr
503,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sant-nirankari-residency-manjari-budruk-pune-560-sq-ft-spid-M52930718,"sant nirankari residency Manjari Budruk, Pune",1BHK,Residential Apartment,560 sq.ft.,Built-up Area,5th  of 6 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,21 Lac
504,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-rahul-east-view-hadapsar-pune-1100-sq-ft-spid-L49340305,"Rahul East view Hadapsar, Pune",2BHK,Residential Apartment,102.19 sq.ft.,Super Built-up Area,5th  of 7 Floors,REGISTERED,0 to 1 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,52  Lac to 60  Lac
505,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-hill-side-ramtekadi-pune-1200-sq-ft-spid-P44872577,"Hill Side Ramtekadi, Pune",2BHK,Residential Apartment,1200 sq.ft.,Built-up Area,3rd  of 7 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Co-operative Society,Unfurnished,NA,None,45 Lac
506,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-sale-in-bhosale-nagar-pune-1500-sq-ft-spid-F21647157,"Bhosale Nagar, Pune",3BHK,Residential Apartment,1500 sq.ft.,Built-up Area,3rd  of 5 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Furnished,NA,Full,2.25 Cr
507,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-amanora-trendy-homes-hadapsar-pune-850-sq-ft-spid-K54398934,"Amanora Trendy Homes Hadapsar, Pune",2BHK,Residential Apartment,850 sq.ft.,Super Built-up Area,9th  of 21 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,65.5 Lac
508,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-sale-in-gandharva-serenity-hadapsar-pune-480-sq-ft-spid-Y54685292,"Gandharva Serenity Hadapsar, Pune",1BHK,Independent/Builder Floor,480 sq.ft.,Carpet Area,5th  of 10 Floors,REGISTERED,5 to 10 Year Old,Independent/Builder Floor,NA,Co-operative Society,Unfurnished,Municipal corporation,Full,45 Lac
509,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-namo-vihar-hadapsar-pune-525-sq-ft-spid-L54428042,"Namo Vihar Hadapsar, Pune",1BHK,Residential Apartment,525 sq.ft.,Built-up Area,2nd  of 3 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,Full,27 Lac
510,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-dwarka-residency-manjari-bk-manjari-budruk-pune-574-sq-ft-spid-B55101008,"dwarka residency, manjari bk Manjari Budruk, Pune",1BHK,Residential Apartment,574 sq.ft.,Super Built-up Area,1st  of 4 Floors,NOT AVAILABLE,1 to 5 Year Old,Residential Apartment,Resale,Freehold,Furnished,Borewell/Tank,Full,27 Lac
511,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-sai-capital-gondhale-nagar-pune-609-sq-ft-spid-B48500661,"Sai capital Gondhale Nagar, Pune",1BHK,Residential Apartment,609 sq.ft.,Super Built-up Area,4th  of 4 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,Municipal corporation,None,30 Lac
512,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-shivai-garden-hadapsar-pune-609-sq-ft-spid-N34304287,"Shivai Garden Hadapsar, Pune",2BHK,Residential Apartment,609 sq.ft.,Carpet Area,1st  of 1 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,"Municipal corporation,Borewell/Tank",None,50 Lac
513,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-vandai-park-manjari-budruk-pune-826-sq-ft-spid-O47059001,"Vandai Park Manjari Budruk, Pune",2BHK,Residential Apartment,826 sq.ft.,Built-up Area,3rd  of 5 Floors,NOT AVAILABLE,0 to 1 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,NA,None,31 Lac
514,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-sale-in-legend-prestige-hadapsar-pune-300-sq-ft-spid-M44659819,"Legend Prestige Hadapsar, Pune",1BHK,Residential Apartment,300 sq.ft.,Super Built-up Area,1st  of 5 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Freehold,Unfurnished,NA,None,21 Lac
515,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-oricon-fortune-estates-hadapsar-pune-1236-sq-ft-spid-Q55048496,"Oricon Fortune Estates Hadapsar, Pune",2BHK,Residential Apartment,1236 sq.ft.,Carpet Area,3rd  of 6 Floors,NOT AVAILABLE,10+ Year Old,Residential Apartment,Resale,Co-operative Society,Furnished,Municipal corporation,Full,75 Lac
516,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-sale-in-runwal-seagullhadapsar-hadapsar-pune-1120-sq-ft-spid-U54965402,"runwal seagullHadapsar Hadapsar, Pune",2BHK,Residential Apartment,1120 sq.ft.,Built-up Area,8th  of 12 Floors,NOT AVAILABLE,5 to 10 Year Old,Residential Apartment,Resale,Co-operative Society,Semifurnished,"Municipal corporation,Borewell/Tank",Partial,62.25 Lac
517,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-sale-in-hadapsar-pune-544-sq-ft-spid-W42279789,"Hadapsar, Pune",1BHK,Independent/Builder Floor,544 sq.ft.,Built-up Area,5th  of 5 Floors,NOT AVAILABLE,1 to 5 Year Old,Independent/Builder Floor,NA,Leasehold,Unfurnished,NA,None,23 Lac
